timestamp,1. open,2. high,3. low,4. close,5. volume
2024-05-16 13:30:00,168.9600,169.0600,168.9400,168.9950,18343
2024-05-16 13:25:00,168.8800,169.0250,168.8650,168.9400,13871
2024-05-16 13:20:00,169.1800,169.1800,168.8400,168.9300,20967
2024-05-16 13:15:00,169.1930,169.2300,169.1400,169.1800,12094
2024-05-16 13:10:00,169.2000,169.2200,169.1400,169.1850,12423
2024-05-16 13:05:00,169.1100,169.1950,169.0750,169.1800,12368
2024-05-16 13:00:00,169.1300,169.1500,169.0100,169.1500,9276
2024-05-16 12:55:00,168.9200,169.1480,168.9200,169.0900,25370
2024-05-16 12:50:00,168.7800,168.9200,168.7600,168.9200,9728
2024-05-16 12:45:00,168.8550,168.8700,168.7350,168.7800,14059
2024-05-16 12:40:00,168.9150,168.9400,168.8200,168.8800,22319
2024-05-16 12:35:00,169.0500,169.0550,168.9000,168.9000,12749
2024-05-16 12:30:00,169.1700,169.1700,168.9800,169.0950,30789
2024-05-16 12:25:00,169.2950,169.2980,169.1400,169.1600,16811
2024-05-16 12:20:00,169.3000,169.3200,169.2000,169.2900,19663
2024-05-16 12:15:00,169.3300,169.4200,169.3100,169.3350,27360
2024-05-16 12:10:00,169.3600,169.4050,169.3300,169.3500,13197
2024-05-16 12:05:00,169.3100,169.3800,169.2100,169.3800,22994
2024-05-16 12:00:00,169.4500,169.4500,169.2000,169.2700,30292
2024-05-16 11:55:00,169.5000,169.5100,169.4300,169.4680,17158
2024-05-16 11:50:00,169.4400,169.5030,169.4150,169.4820,23744
2024-05-16 11:45:00,169.5700,169.5700,169.4200,169.4400,47559
2024-05-16 11:40:00,169.5000,169.6300,169.4500,169.5700,24429
2024-05-16 11:35:00,169.4800,169.5340,169.4100,169.4750,18426
2024-05-16 11:30:00,169.4300,169.5000,169.3500,169.4500,19345
2024-05-16 11:25:00,169.4500,169.4600,169.2600,169.4050,45599
2024-05-16 11:20:00,169.4850,169.5300,169.4200,169.4500,21795
2024-05-16 11:15:00,169.4200,169.5200,169.3800,169.5020,30122
2024-05-16 11:10:00,169.4600,169.5800,169.3800,169.4250,43723
2024-05-16 11:05:00,169.5100,169.5100,169.4000,169.4700,27031
2024-05-16 11:00:00,169.3900,169.5900,169.2600,169.5170,38043
